Iteration	Posterior	Likelihood	Prior	beta_scale	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_log_sd	tree_length
0	-1240.545	-1459.703	219.1575	0.4054306	0.332603	0.607812	0.0206457	0.0389396	1.15141	1.82982
6	-1240.946	-1460.123	219.1767	0.3749587	0.346714	0.460257	0.176024	0.017005	1.157071	1.82982
12	-1232.22	-1451.357	219.1366	0.376591	0.425486	0.446674	0.115294	0.0125458	1.201193	1.826174
18	-1232.955	-1452.166	219.211	0.3379782	0.427584	0.436908	0.131362	0.0041456	1.178134	1.809638
24	-1228.931	-1448.641	219.7093	0.3507502	0.477165	0.395962	0.125904	0.000968947	1.299052	1.348948
30	-1241.483	-1460.086	218.6029	0.523989	0.477356	0.422289	0.0945274	0.00582731	1.307838	2.022743
36	-1240.99	-1460.036	219.0452	0.3714585	0.42966	0.437877	0.129145	0.00331811	1.160032	1.919287
42	-1246.186	-1464.662	218.4759	0.4233132	0.517945	0.367249	0.112727	0.00207918	1.121253	2.290124
48	-1233.292	-1452.597	219.3044	0.2633474	0.593997	0.295535	0.108796	0.00167317	1.353381	1.642231
54	-1224.794	-1444.321	219.5265	0.374606	0.566574	0.353373	0.07694	0.00311291	1.353381	1.435539
60	-1227.134	-1446.515	219.381	0.2707462	0.579474	0.316049	0.0996306	0.00484626	1.518921	1.462627
66	-1228.159	-1447.702	219.543	0.2891143	0.531577	0.311399	0.0718802	0.0851436	1.492349	1.353677
72	-1230.289	-1450.086	219.7963	0.2783098	0.489423	0.475288	0.0087792	0.0265101	1.435197	1.194907
78	-1232.552	-1452.25	219.6979	0.40712	0.384736	0.591618	0.0022642	0.0213812	1.435149	1.210459
84	-1216.282	-1435.438	219.1559	0.4275875	0.375604	0.604631	0.0090591	0.0107056	1.215523	1.773144
90	-1225.746	-1444.59	218.8435	0.44739	0.305938	0.678386	0.00695609	0.00871995	1.392814	1.853869
96	-1234.513	-1454.028	219.5145	0.4455089	0.223367	0.71881	0.0164251	0.0413979	1.479601	1.297443
102	-1220.944	-1440.601	219.657	0.3749127	0.368891	0.508851	0.0678104	0.0544477	1.396373	1.29855
